DATAFLOW,LAST UPDATE,freq,c_dest,purpose,duration,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,ME,2016,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,ME,2017,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,MK,2019,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,MT,2012,7126,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,MT,2013,7673,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,MT,2014,8393,bu
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,MT,2015,8041,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,MT,2016,15439,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,MT,2017,16672,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,MT,2018,18690,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,MT,2019,22745,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,MT,2020,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,MT,2021,6357,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,MT,2022,9428,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,NL,2012,28639911,b
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,NL,2013,25839912,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,NL,2014,24777935,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,NL,2015,24156207,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,NL,2016,24505045,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,NL,2017,24289009,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,NL,2018,23455768,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,NL,2019,24476490,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,NL,2020,20773689,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,NL,2021,31080303,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,NL,2022,21489855,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,NO,2013,154721,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,NO,2014,120387,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,NO,2015,133238,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,NO,2016,159405,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,NO,2017,157661,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,NO,2018,171734,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,NO,2021,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,PL,2012,288641,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,PL,2013,254702,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,PL,2014,245819,b
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,PL,2015,177914,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,PL,2016,191639,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,PL,2017,216325,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,PL,2018,233349,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,PL,2019,252010,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,PL,2020,162298,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,PL,2021,166941,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,PL,2022,238774,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,PT,2012,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,PT,2013,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,PT,2014,35229,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,PT,2015,47325,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,PT,2016,24610,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,PT,2017,42021,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,PT,2018,66550,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,PT,2019,51680,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,PT,2020,18228,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,PT,2021,24392,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,PT,2022,70718,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,RO,2012,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,RO,2013,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,RO,2014,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,RO,2015,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,RO,2016,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,RO,2018,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,RO,2019,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,RO,2020,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,RO,2021,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,RO,2022,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,RS,2018,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,SE,2014,114239,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,SE,2015,157325,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,SE,2016,144177,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,SE,2017,355357,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,SE,2018,541792,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,SE,2019,288506,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,SE,2020,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,SE,2021,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,SE,2022,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,SI,2012,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,SI,2013,22419,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,SI,2014,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,SI,2015,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,SI,2016,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,SI,2017,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,SI,2018,25198,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,SI,2019,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,SI,2021,15951,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,SI,2022,19946,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,SK,2012,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,SK,2016,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,SK,2017,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,SK,2018,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,SK,2019,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,SK,2020,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,SK,2021,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,SK,2022,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,UK,2012,1734745,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,UK,2013,1788058,
