Flight Route,Latitude,Longitude,Land Code
Rotterdam Airport - Mugla/Milas-Bodrum Airport,,,
Rotterdam Airport - Istanbul/Sabiha Gokcen Airport,,,
Rotterdam Airport - Manchester Airport,,,
Rotterdam Airport - London Luton Airport,,,
Rotterdam Airport - London Gatwick Airport,,,
Rotterdam Airport - London/City Airport,,,
Rotterdam Airport - London Heathrow Airport,,,
Rotterdam Airport - Edinburgh Airport,,,
Rotterdam Airport - London Stansted Airport,,,
Nan,46.3144754,11.0480288,IT
Special Value,37.566185,126.9273865,KR
:,60.32181555,24.94736111181276,FI
