Flight Route,2024 Q2 Total Passengers,Latitude,Longitude,Land Code,Distance to Netherlands (km)
Eindhoven Airport - Gdansk Im Lecha Walesy Airport,,,,,
Eindhoven Airport - Krakow/Balice Airport,,,,,
Eindhoven Airport - Katowice/Pyrzowice Airport,37078.0,,,,
Eindhoven Airport - Lublin Airport,51302.0,,,,
Eindhoven Airport - Warszawa/Modlin Airport,31210.0,,,,
Eindhoven Airport - Poznan/Lawica Airport,,,,,
Eindhoven Airport - Warszawa/Chopina Airport,18704.0,,,,
Eindhoven Airport - Wroclaw/Strachowice Airport,,,,,
Eindhoven Airport - Faro Airport,39874.0,,,,
Eindhoven Airport - Porto Airport,13505.0,,,,
Eindhoven Airport - Lisboa Airport,78367.0,,,,
Eindhoven Airport - Bucuresti/Baneasa-Aurel Vlaicu Airport,33779.0,,,,
Eindhoven Airport - Cluj Napoca/Avram Iancu Airport,47226.0,,,,
Eindhoven Airport - Iasi Airport,,,,,
Eindhoven Airport - Bucuresti/Henri Coanda Airport,17570.0,,,,
Eindhoven Airport - Timisoara/Traian Vuia Airport,8839.0,,,,
Eindhoven Airport - Beograd/Nikola Tesla Airport,39105.0,,,,
Eindhoven Airport - Moscow/Vnukovo Airport,,,,,
Eindhoven Airport - Stockholm/Skavsta Airport,17931.0,,,,
Eindhoven Airport - Stockholm/Arlanda Airport,,,,,
Eindhoven Airport - Bratislava/M.R.Stefanik Airport,,,,,
Eindhoven Airport - Antalya (Mil-Civ) Airport,,,,,
Eindhoven Airport - Istanbul/Ataturk Airport,14099.0,,,,
Eindhoven Airport - Izmir/Adnan Menderes Airport,,,,,
Eindhoven Airport - Mugla/Dalaman Airport,,,,,
Eindhoven Airport - Mugla/Milas-Bodrum Airport,,,,,
Eindhoven Airport - Istanbul/Sabiha Gokcen Airport,,,,,
Eindhoven Airport - Manchester Airport,,,,,
Eindhoven Airport - London Gatwick Airport,7679.0,,,,
Eindhoven Airport - London/City Airport,12795.0,,,,
Eindhoven Airport - London Heathrow Airport,,,,,
Eindhoven Airport - Edinburgh Airport,,,,,
Eindhoven Airport - London Stansted Airport,,,,,
Groningen/Eelde Airport - Muenchen Airport,,,,,
Groningen/Eelde Airport - Kobenhavn/Kastrup Airport,91928.0,,,,
Groningen/Eelde Airport - Iraklion/Nikos Kazantzakis Airport,,,,,
Groningen/Eelde Airport - Kos/Ippokratis Airport,,,,,2100.0
Groningen/Eelde Airport - Gran Canaria Airport,,,,,
Groningen/Eelde Airport - Lanzarote Airport,,,,,
Groningen/Eelde Airport - Tenerife Sur/Reina Sofia Airport,,,,,
Groningen/Eelde Airport - Barcelona/El Prat Airport,,,,,
Groningen/Eelde Airport - Girona Airport,,,,,
Groningen/Eelde Airport - Palma De Mallorca Airport,,,,,
Groningen/Eelde Airport - Palma/Son San Juan (Mil) Airport,,,,,
Groningen/Eelde Airport - Marseille-Provence Airport,,,,,
Groningen/Eelde Airport - Bergamo/Orio Al Serio Airport,,,,,
Groningen/Eelde Airport - Maastricht/Aachen Airport,,,,,
Groningen/Eelde Airport - Rotterdam Airport,,,,,
Groningen/Eelde Airport - Gdansk Im Lecha Walesy Airport,,,,,
Groningen/Eelde Airport - Faro Airport,,,,,
Groningen/Eelde Airport - Antalya (Mil-Civ) Airport,,,,,
Groningen/Eelde Airport - Mugla/Dalaman Airport,,,,,
Groningen/Eelde Airport - Mugla/Milas-Bodrum Airport,,,,,
Groningen/Eelde Airport - Southend Airport,,,,,
Groningen/Eelde Airport - Aberdeen/Dyce Airport,,,,,
Groningen/Eelde Airport - London Stansted Airport,,,,,
Rotterdam Airport - Innsbruck Airport,,,,,
Rotterdam Airport - Salzburg Airport,,,,,
Rotterdam Airport - Wien-Schwechat Airport,1025.0,,,,
Rotterdam Airport - Praha/Ruzyne Airport,537.0,,,,
Rotterdam Airport - Berlin-Brandenburg Airport,,,,,
Rotterdam Airport - Hamburg Airport,,,,,
Rotterdam Airport - Muenchen Airport,,,,,
Rotterdam Airport - Berlin-Tegel Airport,,,,,
Rotterdam Airport - Kobenhavn/Kastrup Airport,,,,,
Rotterdam Airport - Iraklion/Nikos Kazantzakis Airport,,,,,
Rotterdam Airport - Kos/Ippokratis Airport,,,,,2100.0
Rotterdam Airport - Rodos/Diagoras Airport,15809.0,,,,
Rotterdam Airport - Gran Canaria Airport,,,,,
Rotterdam Airport - Lanzarote Airport,,,,,
Rotterdam Airport - Tenerife Sur/Reina Sofia Airport,19006.0,,,,
Rotterdam Airport - Alicante Airport,,,,,
Rotterdam Airport - Almeria Airport,16295.0,,,,
Rotterdam Airport - Barcelona/El Prat Airport,51517.0,,,,
Rotterdam Airport - Girona Airport,,,,,
Rotterdam Airport - Ibiza Airport,27373.0,,,,
Rotterdam Airport - Adolfo Suarez Madrid-Barajas Airport,23998.0,,,,
Rotterdam Airport - Malaga/Costa Del Sol Airport,46974.0,,,,
Rotterdam Airport - Palma De Mallorca Airport,,,,,
Rotterdam Airport - Valencia Airport,61429.0,,,,
Rotterdam Airport - Bergerac-Roumaniere Airport,18753.0,,,,800.0
Rotterdam Airport - Nice-Cote D'Azur Airport,17311.0,,,,
Rotterdam Airport - Montpellier Mediterranee Airport,14173.0,,,,
Rotterdam Airport - Paris-Charles De Gaulle Airport,,,,,
Rotterdam Airport - Paris-Orly Airport,,,,,
Rotterdam Airport - Hyeres-Le Palyvestre Airport,,,,,
Rotterdam Airport - Dubrovnik/Cilipi Airport,,,,,
Rotterdam Airport - Pula Airport,,,,,
Rotterdam Airport - Split/Kastela Airport,,,,,
Rotterdam Airport - Budapest/Liszt Ferenc International Airport,,,,,
Rotterdam Airport - Dublin Airport,15195.0,,,,
Rotterdam Airport - Brindisi/Casale Airport,,,,,
Rotterdam Airport - Milano/Malpensa Airport,,,,,
Rotterdam Airport - Bergamo/Orio Al Serio Airport,,,,,
Rotterdam Airport - Venezia/Tessera Airport,,,,,
Rotterdam Airport - Roma/Fiumicino Airport,,,,,
Rotterdam Airport - Pisa/S. Giusto Airport,,,,,
Rotterdam Airport - Fes/Saiss Airport,14711.0,,,,
Rotterdam Airport - Nador/El Aroui Airport,,,,,1900.0
Rotterdam Airport - Marrakech/Menara Airport,,,,,
Rotterdam Airport - Al Hoceima/Cherif El Idrissi Airport,8016.0,,,,
Rotterdam Airport - Tanger/Ibn Batouta Airport,,,,,
Rotterdam Airport - Luqa Airport,8172.0,,,,
Rotterdam Airport - Oslo/Gardermoen Airport,8769.0,,,,
Rotterdam Airport - Faro Airport,,,,,
Rotterdam Airport - Lisboa Airport,,,,,
Rotterdam Airport - Stockholm/Skavsta Airport,46266.0,,,,
Rotterdam Airport - Antalya (Mil-Civ) Airport,23783.0,,,,
Rotterdam Airport - Kayseri (Mil/Civ) Airport,,,,,
Rotterdam Airport - Istanbul/Ataturk Airport,8915.0,,,,
Rotterdam Airport - Mugla/Dalaman Airport,,,,,
Rotterdam Airport - Mugla/Milas-Bodrum Airport,,,,,
Rotterdam Airport - Istanbul/Sabiha Gokcen Airport,,,,,
Rotterdam Airport - Manchester Airport,,,,,
Rotterdam Airport - London Luton Airport,19536.0,,,,
Rotterdam Airport - London Gatwick Airport,,,,,
Rotterdam Airport - London/City Airport,,,,,
Rotterdam Airport - London Heathrow Airport,,,,,
Rotterdam Airport - Edinburgh Airport,33029.0,,,,
Rotterdam Airport - London Stansted Airport,,,,,
Nan,,46.3144754,11.0480288,IT,768.8767946927518
Special Value,,37.566185,126.9273865,KR,8570.221610539673
:,,60.32181555,24.94736111181276,FI,1506.177959827036
,,,,,
